,CVEno,pubdate,CVSS,category,SLA,jobtype,team1,team2,team3,totaltime
11604,11605,2017-05-23 05:29:00,4.9,medium,14,sequential,5,0,2,7
11605,11606,2017-02-14 06:59:00,4.0,medium,14,concurrent,1,5,2,8
11606,11607,2017-04-11 16:59:00,4.7,medium,14,concurrent,3,0,0,3
11607,11608,2017-02-14 06:59:00,7.5,high,7,concurrent,4,3,0,7
11608,11609,2018-01-08 05:29:00,9.8,critical,3,concurrent,0,0,3,3
11609,11610,2017-02-14 06:59:00,7.5,high,7,concurrent,4,5,3,12
11610,11611,2017-03-27 15:59:00,5.5,medium,14,concurrent,1,0,2,3
11611,11612,2017-03-01 15:59:00,5.5,medium,14,concurrent,3,6,3,12
11612,11613,2017-03-01 15:59:00,5.5,medium,14,concurrent,3,4,2,9
11613,11614,2017-03-01 15:59:00,5.5,medium,14,concurrent,1,4,0,5
11614,11615,2017-03-01 15:59:00,5.5,medium,14,concurrent,1,2,1,4
11615,11616,2017-03-01 15:59:00,5.5,medium,14,sequential,3,6,3,12
11616,11617,2017-03-01 15:59:00,5.5,medium,14,concurrent,0,6,0,6
11617,11618,2017-03-01 15:59:00,5.5,medium,14,concurrent,1,5,3,9
11618,11619,2017-03-01 15:59:00,5.5,medium,14,concurrent,0,7,2,9
11619,11620,2017-02-28 18:59:00,7.5,high,7,concurrent,0,5,0,5
11620,11621,2017-04-10 15:59:00,9.8,critical,3,concurrent,3,1,0,4
11621,11622,2017-03-14 17:59:00,3.3,low,30,concurrent,4,1,3,8
11622,11623,2017-02-18 21:59:00,5.5,medium,14,concurrent,0,0,0,0
11623,11624,2017-03-20 16:59:00,5.5,medium,14,concurrent,3,4,1,8
11624,11625,2017-04-10 15:59:00,7.5,high,7,concurrent,3,5,2,10
11625,11626,2017-02-15 06:59:00,6.1,medium,14,concurrent,2,7,2,11
11626,11627,2017-02-15 06:59:00,7.5,high,7,concurrent,3,2,2,7
11627,11628,2017-02-15 19:59:00,8.2,high,7,concurrent,0,3,1,4
11628,11629,2017-03-15 14:59:00,6.5,medium,14,concurrent,0,6,3,9
11629,11630,2017-03-15 14:59:00,5.5,medium,14,sequential,5,5,3,13
11630,11631,2017-03-01 20:59:00,7.5,high,7,concurrent,4,1,3,8
11631,11632,2017-10-26 18:29:00,7.8,high,7,concurrent,3,6,3,12
11632,11633,2017-02-15 19:59:00,7.5,high,7,concurrent,5,2,0,7
11633,11634,2017-02-17 07:59:00,5.4,medium,14,concurrent,1,5,2,8
11634,11635,2017-03-06 06:59:00,7.5,high,7,concurrent,1,3,0,4
11636,11637,2017-02-18 21:59:00,7.0,high,7,concurrent,4,0,1,5
11637,11638,2017-03-27 02:59:00,8.8,high,7,concurrent,1,7,3,11
11638,11639,2017-03-27 02:59:00,6.1,medium,14,concurrent,2,7,1,10
11639,11640,2017-02-16 11:59:00,7.5,high,7,concurrent,1,6,0,7
11640,11641,2017-07-26 08:29:00,7.0,high,7,concurrent,4,7,3,14
11642,11643,2017-09-13 08:29:00,5.5,medium,14,concurrent,0,5,3,8
11643,11644,2017-09-13 08:29:00,7.8,high,7,concurrent,4,2,1,7
11644,11645,2017-02-16 11:59:00,5.5,medium,14,concurrent,1,2,0,3
11645,11646,2017-02-16 11:59:00,5.5,medium,14,concurrent,3,2,0,5
11646,11647,2017-02-16 11:59:00,5.5,medium,14,concurrent,2,0,3,5
11647,11648,2017-03-27 02:59:00,9.8,critical,3,concurrent,0,2,0,2
11648,11649,2017-02-17 07:59:00,7.5,high,7,concurrent,0,1,0,1
11649,11650,2018-05-11 13:29:00,7.8,high,7,concurrent,2,5,3,10
11650,11651,2017-05-19 03:29:00,7.3,high,7,concurrent,1,2,2,5
11651,11652,2017-06-30 03:29:00,7.5,high,7,concurrent,3,1,3,7
11652,11653,2017-06-30 03:29:00,6.1,medium,14,concurrent,0,4,1,5
11653,11654,2017-04-07 22:59:00,7.5,high,7,sequential,1,3,1,5
11654,11655,2018-04-17 14:29:00,5.3,medium,14,concurrent,5,3,0,8
11655,11656,2018-05-14 14:29:00,7.5,high,7,concurrent,4,1,2,7
11656,11657,2017-06-30 03:29:00,9.8,critical,3,concurrent,1,6,2,9
11657,11658,2017-03-16 04:59:00,9.8,critical,3,concurrent,2,3,3,8
11658,11659,2017-05-06 00:29:00,5.9,medium,14,concurrent,5,1,1,7
11659,11660,2017-05-19 03:29:00,9.8,critical,3,concurrent,5,1,1,7
11660,11661,2017-06-30 03:29:00,9.1,critical,3,sequential,1,3,2,6
11661,11662,2017-05-19 03:29:00,9.8,critical,3,concurrent,3,6,1,10
11662,11663,2017-06-30 03:29:00,9.8,critical,3,concurrent,4,2,3,9
11663,11664,2017-05-06 00:29:00,5.4,medium,14,concurrent,3,2,1,6
11664,11665,2017-06-30 03:29:00,9.1,critical,3,concurrent,5,4,1,10
11665,11666,2017-05-06 00:29:00,8.8,high,7,concurrent,5,5,1,11
11666,11667,2017-06-30 03:29:00,5.3,medium,14,sequential,2,6,0,8
11667,11668,2017-04-07 22:59:00,7.8,high,7,concurrent,4,0,3,7
11668,11669,2017-06-30 03:29:00,9.8,critical,3,concurrent,2,5,2,9
11669,11670,2017-04-27 00:59:00,8.8,high,7,sequential,2,0,0,2
11670,11671,2017-06-30 03:29:00,6.5,medium,14,concurrent,0,0,1,1
11671,11672,2017-04-27 00:59:00,8.8,high,7,concurrent,3,1,3,7
11672,11673,2017-06-30 03:29:00,7.1,high,7,concurrent,3,3,3,9
11673,11674,2017-06-02 14:29:00,5.3,medium,14,concurrent,5,5,1,11
11674,11675,2017-06-30 03:29:00,5.3,medium,14,concurrent,0,1,0,1
11675,11676,2017-06-30 03:29:00,9.8,critical,3,concurrent,4,4,1,9
11676,11677,2017-06-30 03:29:00,8.8,high,7,concurrent,2,7,2,11
11677,11678,2017-06-21 19:29:00,7.5,high,7,concurrent,5,4,3,12
11678,11679,2017-06-30 03:29:00,9.8,critical,3,sequential,5,4,1,10
11679,11680,2017-06-21 19:29:00,7.5,high,7,sequential,5,0,3,8
11680,11681,2017-06-30 03:29:00,7.5,high,7,concurrent,5,7,1,13
11681,11682,2017-05-19 03:29:00,8.8,high,7,concurrent,4,2,2,8
11682,11683,2017-06-21 19:29:00,9.8,critical,3,concurrent,5,3,0,8
11683,11684,2017-05-08 17:29:00,7.0,high,7,concurrent,1,7,2,10
11684,11685,2017-04-26 14:59:00,3.7,low,30,concurrent,3,2,3,8
11685,11686,2017-06-21 19:29:00,6.1,medium,14,concurrent,2,3,0,5
11686,11687,2017-04-26 14:59:00,7.5,high,7,concurrent,4,7,0,11
11687,11688,2017-02-17 20:59:00,7.8,high,7,concurrent,5,4,0,9
11688,11689,2017-02-17 07:59:00,7.5,high,7,sequential,4,0,1,5
11689,11690,2017-03-20 16:59:00,7.5,high,7,concurrent,2,2,2,6
11690,11691,2017-04-12 20:59:00,7.5,high,7,concurrent,1,4,3,8
11691,11692,2017-03-15 14:59:00,7.8,high,7,concurrent,4,1,0,5
11692,11693,2017-03-16 04:59:00,4.7,medium,14,sequential,5,6,3,14
11693,11694,2017-03-02 06:59:00,8.6,high,7,concurrent,1,2,3,6
11694,11695,2017-02-17 20:59:00,8.8,high,7,concurrent,5,4,2,11
11695,11696,2017-03-27 02:59:00,8.8,high,7,concurrent,2,7,1,10
11696,11697,2017-03-27 02:59:00,6.1,medium,14,concurrent,5,2,2,9
11697,11698,2017-03-27 02:59:00,8.8,high,7,concurrent,1,6,1,8
11698,11699,2017-03-27 02:59:00,8.8,high,7,concurrent,4,6,0,10
11699,11700,2017-02-21 07:59:00,9.8,critical,3,concurrent,4,0,0,4
11700,11701,2017-02-21 07:59:00,5.3,medium,14,concurrent,1,2,0,3
11701,11702,2017-02-21 07:59:00,5.3,medium,14,concurrent,1,5,3,9
11702,11703,2017-02-18 21:59:00,7.8,high,7,concurrent,1,5,3,9
11703,11704,2017-02-24 02:59:00,5.5,medium,14,concurrent,2,4,2,8
11704,11705,2017-02-22 23:59:00,9.8,critical,3,concurrent,0,7,3,10
11705,11706,2017-02-21 07:59:00,5.5,medium,14,concurrent,1,4,2,7
11706,11707,2017-05-16 17:29:00,9.8,critical,3,concurrent,1,4,3,8
11707,11708,2017-03-13 06:59:00,9.8,critical,3,concurrent,1,6,3,10
11708,11709,2017-03-13 06:59:00,8.8,high,7,concurrent,5,5,1,11
11709,11710,2017-06-27 20:29:00,8.8,high,7,sequential,0,3,0,3
11710,11711,2017-03-24 14:59:00,8.8,high,7,concurrent,0,3,3,6
11711,11712,2017-04-11 18:59:00,7.2,high,7,sequential,5,2,0,7
11712,11713,2017-10-03 01:29:00,9.8,critical,3,concurrent,1,4,0,5
11713,11714,2017-10-03 01:29:00,8.8,high,7,concurrent,0,7,3,10
11714,11715,2017-12-20 20:29:00,9.8,critical,3,concurrent,3,7,3,13
11715,11716,2017-02-21 07:59:00,9.8,critical,3,concurrent,4,6,1,11
11716,11717,2017-02-21 07:59:00,7.2,high,7,concurrent,4,6,2,12
11717,11718,2017-02-21 07:59:00,7.2,high,7,concurrent,4,2,2,8
11718,11719,2017-02-21 07:59:00,7.2,high,7,concurrent,3,2,0,5
11719,11720,2017-02-24 02:59:00,6.1,medium,14,concurrent,4,2,3,9
11720,11721,2017-02-23 19:59:00,7.5,high,7,concurrent,5,3,2,10
11721,11722,2017-03-02 22:59:00,6.1,medium,14,concurrent,2,0,0,2
11722,11723,2017-03-02 22:59:00,6.1,medium,14,concurrent,0,4,1,5
11723,11724,2017-03-02 22:59:00,7.5,high,7,concurrent,3,1,1,5
11724,11725,2017-02-21 20:59:00,8.8,high,7,concurrent,4,5,2,11
11725,11726,2017-05-01 15:59:00,7.5,high,7,concurrent,3,7,3,13
11726,11727,2017-12-21 17:29:00,7.5,high,7,concurrent,0,5,3,8
11727,11728,2017-04-06 14:59:00,7.4,high,7,concurrent,0,4,0,4
11728,11729,2017-05-23 15:29:00,9.8,critical,3,sequential,1,2,0,3
11729,11730,2017-12-21 17:29:00,7.5,high,7,concurrent,1,2,3,6
11730,11731,2017-12-21 17:29:00,7.5,high,7,concurrent,2,5,1,8
11731,11732,2017-12-21 17:29:00,6.5,medium,14,concurrent,4,1,3,8
11732,11733,2017-12-21 17:29:00,7.5,high,7,sequential,5,1,1,7
11733,11734,2017-12-21 17:29:00,5.9,medium,14,concurrent,4,3,3,10
11734,11735,2017-05-09 15:29:00,5.9,medium,14,sequential,4,1,1,6
11735,11736,2017-12-21 17:29:00,7.5,high,7,concurrent,3,4,0,7
11736,11737,2017-12-21 17:29:00,5.9,medium,14,concurrent,3,7,3,13
11737,11738,2017-12-21 17:29:00,7.5,high,7,concurrent,4,3,0,7
11738,11739,2017-10-20 15:29:00,5.9,medium,14,concurrent,2,3,1,6
11739,11740,2018-01-19 14:29:00,4.8,medium,14,concurrent,0,3,2,5
11740,11741,2018-04-13 13:29:00,5.4,medium,14,concurrent,0,0,3,3
11741,11742,2017-10-20 15:29:00,7.4,high,7,concurrent,0,2,3,5
11742,11743,2017-10-20 15:29:00,7.3,high,7,concurrent,0,1,0,1
11744,11745,2017-09-18 17:29:00,5.9,medium,14,concurrent,1,2,2,5
11745,11746,2018-04-13 13:29:00,7.5,high,7,concurrent,3,6,1,10
11747,11748,2018-03-01 16:29:00,7.5,high,7,concurrent,5,3,3,11
11748,11749,2017-12-21 17:29:00,7.5,high,7,concurrent,0,2,1,3
11749,11750,2018-03-08 14:29:00,6.7,medium,14,concurrent,1,7,0,8
11750,11751,2018-06-01 14:29:00,5.3,medium,14,concurrent,3,6,0,9
11751,11752,2018-03-01 16:29:00,7.5,high,7,concurrent,3,7,3,13
11752,11753,2018-04-13 13:29:00,7.5,high,7,concurrent,2,4,3,9
11753,11754,2018-04-13 13:29:00,6.4,medium,14,concurrent,1,5,2,8
11754,11755,2017-10-27 14:29:00,8.1,high,7,concurrent,1,0,0,1
11755,11756,2018-04-13 13:29:00,6.5,medium,14,concurrent,5,3,2,10
11756,11757,2017-10-27 14:29:00,5.9,medium,14,concurrent,4,7,0,11
11757,11758,2017-10-27 14:29:00,5.9,medium,14,concurrent,1,5,1,7
11758,11759,2017-10-27 14:29:00,5.3,medium,14,concurrent,2,7,3,12
11759,11760,2017-10-27 14:29:00,5.9,medium,14,concurrent,3,4,1,8
11760,11761,2017-10-27 14:29:00,5.9,medium,14,concurrent,2,3,3,8
11761,11762,2017-12-21 17:29:00,8.1,high,7,concurrent,2,3,1,6
11762,11763,2017-10-20 15:29:00,9.8,critical,3,sequential,3,4,0,7
11763,11764,2017-11-22 16:29:00,5.9,medium,14,concurrent,3,2,1,6
11764,11765,2017-12-21 17:29:00,7.5,high,7,concurrent,2,0,2,4
11765,11766,2017-11-17 19:29:00,7.4,high,7,concurrent,1,1,3,5
11766,11767,2018-02-06 13:29:00,6.8,medium,14,concurrent,2,0,3,5
11775,11776,2017-03-20 16:59:00,7.8,high,7,concurrent,0,4,1,5
11776,11777,2017-03-13 06:59:00,8.8,high,7,concurrent,3,3,0,6
11777,11778,2017-04-03 05:59:00,7.5,high,7,sequential,1,7,0,8
11778,11779,2017-03-30 17:59:00,9.8,critical,3,concurrent,2,6,2,10
11779,11780,2017-03-30 17:59:00,7.2,high,7,concurrent,5,6,1,12
11780,11781,2017-03-30 17:59:00,4.7,medium,14,concurrent,0,7,2,9
11781,11782,2017-03-21 16:59:00,6.7,medium,14,concurrent,3,1,0,4
11782,11783,2017-02-22 23:59:00,9.8,critical,3,concurrent,1,3,3,7
11783,11784,2017-02-22 19:59:00,4.7,medium,14,concurrent,4,6,2,12
11784,11785,2017-03-15 15:59:00,7.3,high,7,concurrent,2,5,2,9
11785,11786,2017-04-10 14:59:00,7.5,high,7,concurrent,4,4,3,11
11786,11787,2017-03-23 16:59:00,7.8,high,7,concurrent,0,3,1,4
11787,11788,2018-02-20 16:29:00,5.5,medium,14,concurrent,3,2,0,5
11788,11789,2018-02-20 16:29:00,5.5,medium,14,concurrent,5,2,3,10
11789,11790,2017-04-03 05:59:00,7.8,high,7,concurrent,2,7,2,11
11790,11791,2017-05-18 06:29:00,9.8,critical,3,concurrent,1,0,2,3
11791,11792,2017-02-24 04:59:00,7.8,high,7,concurrent,5,3,2,10
11792,11793,2017-02-24 04:59:00,5.5,medium,14,sequential,2,5,3,10
11793,11794,2018-02-06 16:29:00,6.5,medium,14,sequential,3,7,3,13
11794,11795,2018-02-06 16:29:00,9.8,critical,3,concurrent,5,5,3,13
11795,11796,2018-02-06 16:29:00,6.5,medium,14,concurrent,0,1,3,4
11796,11797,2018-02-06 16:29:00,8.1,high,7,concurrent,2,0,0,2
11797,11798,2017-02-23 06:59:00,9.8,critical,3,concurrent,2,1,0,3
11798,11799,2017-02-23 06:59:00,7.5,high,7,concurrent,4,1,1,6
11800,11801,2017-03-15 14:59:00,6.5,medium,14,concurrent,0,2,2,4
11801,11802,2017-03-15 14:59:00,6.5,medium,14,concurrent,3,3,1,7
11802,11803,2017-12-05 19:29:00,9.8,critical,3,concurrent,0,1,1,2
11805,11806,2017-02-23 17:59:00,7.5,high,7,sequential,0,5,2,7
11807,11808,2017-10-13 17:29:00,8.8,high,7,concurrent,3,2,3,8
11808,11809,2017-10-13 17:29:00,8.8,high,7,concurrent,0,5,3,8
11809,11810,2018-02-08 22:29:00,6.1,medium,14,concurrent,4,7,1,12
11810,11811,2018-02-08 22:29:00,6.5,medium,14,concurrent,4,7,3,14
11811,11812,2018-02-14 19:29:00,8.8,high,7,concurrent,3,6,3,12
11812,11813,2018-02-14 19:29:00,8.8,high,7,concurrent,4,6,1,11
11813,11814,2017-07-06 20:29:00,7.8,high,7,concurrent,4,4,3,11
11814,11815,2017-07-06 20:29:00,7.0,high,7,concurrent,0,2,1,3
11815,11816,2017-07-13 16:29:00,7.0,high,7,concurrent,5,6,3,14
11816,11817,2017-04-28 21:59:00,8.8,high,7,concurrent,4,0,3,7
11817,11818,2017-07-28 19:29:00,7.8,high,7,sequential,4,3,1,8
11818,11819,2017-07-28 19:29:00,7.8,high,7,sequential,3,7,0,10
11819,11820,2017-07-28 19:29:00,7.8,high,7,concurrent,3,5,1,9
11820,11821,2017-07-28 19:29:00,7.8,high,7,sequential,5,6,3,14
11821,11822,2017-07-28 19:29:00,7.8,high,7,concurrent,3,2,3,8
11822,11823,2017-07-28 19:29:00,7.8,high,7,concurrent,0,3,3,6
11823,11824,2017-07-28 19:29:00,8.8,high,7,concurrent,1,6,1,8
11824,11825,2018-02-06 13:29:00,7.8,high,7,concurrent,1,5,3,9
11825,11826,2017-07-28 19:29:00,6.1,medium,14,concurrent,2,6,3,11
11826,11827,2017-07-28 19:29:00,6.5,medium,14,concurrent,2,1,1,4
11827,11828,2017-12-06 18:29:00,7.0,high,7,concurrent,4,4,1,9
11828,11829,2017-12-06 18:29:00,7.8,high,7,concurrent,3,6,1,10
11829,11830,2017-11-14 17:29:00,7.8,high,7,concurrent,2,7,0,9
11830,11831,2017-09-22 17:29:00,5.5,medium,14,concurrent,3,5,2,10
11831,11832,2017-09-22 17:29:00,5.5,medium,14,concurrent,5,5,3,13
11832,11833,2017-09-22 17:29:00,7.8,high,7,concurrent,5,2,0,7
11833,11834,2017-09-22 17:29:00,7.8,high,7,concurrent,0,4,2,6
11834,11835,2017-09-22 17:29:00,5.5,medium,14,concurrent,2,2,0,4
11835,11836,2017-09-22 17:29:00,5.5,medium,14,concurrent,5,4,1,10
11836,11837,2017-09-22 17:29:00,7.8,high,7,concurrent,2,7,3,12
11837,11838,2017-10-17 20:29:00,7.8,high,7,concurrent,2,5,0,7
11838,11839,2017-11-14 16:29:00,9.8,critical,3,sequential,2,0,1,3
11839,11840,2017-11-14 16:29:00,7.5,high,7,concurrent,1,2,0,3
11840,11841,2017-12-06 18:29:00,7.8,high,7,sequential,0,7,0,7
11841,11842,2017-09-22 17:29:00,7.8,high,7,concurrent,3,6,0,9
11842,11843,2018-03-26 16:29:00,7.8,high,7,concurrent,3,0,3,6
11843,11844,2018-02-06 13:29:00,7.8,high,7,concurrent,5,5,3,13
11844,11845,2018-03-06 16:29:00,7.5,high,7,concurrent,3,3,1,7
11845,11846,2018-03-12 13:29:00,7.8,high,7,concurrent,2,1,3,6
11846,11847,2018-03-06 16:29:00,7.8,high,7,concurrent,2,3,2,7
11847,11848,2018-03-06 16:29:00,5.5,medium,14,concurrent,3,7,2,12
11848,11849,2018-03-06 16:29:00,5.5,medium,14,concurrent,0,2,3,5
11849,11850,2018-03-12 13:29:00,5.5,medium,14,sequential,1,1,3,5
11850,11851,2018-03-12 13:29:00,7.8,high,7,sequential,3,3,3,9
11851,11852,2018-03-12 13:29:00,5.5,medium,14,concurrent,4,6,1,11
11852,11853,2018-03-12 13:29:00,5.5,medium,14,concurrent,0,0,0,0
11853,11854,2018-05-10 14:29:00,7.8,high,7,concurrent,3,7,2,12
11854,11855,2018-06-07 19:29:00,7.8,high,7,sequential,0,0,2,2
11855,11856,2018-06-07 19:29:00,7.8,high,7,concurrent,4,1,2,7
11856,11857,2018-05-10 14:29:00,7.8,high,7,concurrent,4,4,0,8
11857,11858,2018-06-07 19:29:00,7.8,high,7,concurrent,3,2,2,7
11858,11859,2018-03-06 16:29:00,8.4,high,7,concurrent,0,7,0,7
11859,11860,2018-03-06 16:29:00,7.0,high,7,concurrent,5,0,1,6
11860,11861,2017-02-27 07:59:00,5.9,medium,14,concurrent,5,5,3,13
11861,11862,2017-02-24 04:59:00,7.8,high,7,sequential,0,6,3,9
11862,11863,2017-02-24 04:59:00,5.5,medium,14,concurrent,0,1,2,3
11863,11864,2017-02-24 04:59:00,7.8,high,7,concurrent,0,1,1,2
11864,11865,2017-02-24 04:59:00,7.8,high,7,concurrent,2,4,2,8
11865,11866,2017-02-24 04:59:00,7.8,high,7,concurrent,3,4,3,10
11866,11867,2017-02-24 04:59:00,7.8,high,7,concurrent,4,6,2,12
11867,11868,2017-02-24 04:59:00,7.8,high,7,concurrent,5,5,1,11
11868,11869,2017-02-24 04:59:00,7.8,high,7,concurrent,0,7,1,8
11869,11870,2017-02-24 04:59:00,7.8,high,7,concurrent,1,4,3,8
11870,11871,2017-02-24 04:59:00,7.8,high,7,concurrent,1,7,3,11
11871,11872,2017-02-24 04:59:00,7.8,high,7,sequential,4,6,2,12
11872,11873,2017-02-24 04:59:00,7.8,high,7,concurrent,0,0,2,2
11873,11874,2017-02-24 04:59:00,7.8,high,7,concurrent,1,6,2,9
11874,11875,2017-03-10 02:59:00,7.5,high,7,concurrent,0,3,2,5
11875,11876,2017-03-10 02:59:00,5.5,medium,14,concurrent,5,7,3,15
11876,11877,2017-03-10 02:59:00,5.5,medium,14,sequential,1,7,1,9
11877,11878,2017-03-10 02:59:00,5.5,medium,14,concurrent,1,1,0,2
11878,11879,2017-09-19 17:29:00,9.8,critical,3,concurrent,3,5,3,11
11879,11880,2017-07-20 04:29:00,9.8,critical,3,concurrent,1,4,0,5
11880,11881,2017-03-15 14:59:00,6.5,medium,14,concurrent,5,2,1,8
11881,11882,2017-03-20 16:59:00,7.5,high,7,concurrent,5,0,2,7
11882,11883,2017-03-02 01:59:00,7.8,high,7,concurrent,4,7,2,13
11883,11884,2017-07-18 14:29:00,8.8,high,7,concurrent,3,5,2,10
11884,11885,2018-04-16 19:29:00,8.0,high,7,concurrent,2,5,3,10
11885,11886,2017-06-26 21:29:00,7.3,high,7,concurrent,3,3,1,7
11886,11887,2017-06-26 21:29:00,6.6,medium,14,concurrent,0,0,2,2
11887,11888,2017-06-26 21:29:00,10.0,critical,3,concurrent,1,0,0,1
11888,11889,2017-08-11 20:29:00,8.8,high,7,concurrent,5,5,1,11
11889,11890,2017-08-11 20:29:00,8.8,high,7,concurrent,0,5,0,5
11890,11891,2017-08-21 20:29:00,7.8,high,7,concurrent,5,7,0,12
11891,11892,2017-09-13 14:29:00,6.5,medium,14,concurrent,1,2,0,3
11892,11893,2017-11-06 23:29:00,7.1,high,7,concurrent,2,6,1,9
11893,11894,2017-03-06 02:59:00,8.8,high,7,concurrent,3,1,0,4
11894,11895,2017-03-14 14:59:00,5.5,medium,14,concurrent,2,7,1,10
11895,11896,2017-04-05 16:59:00,6.5,medium,14,concurrent,4,5,2,11
11896,11897,2017-04-05 16:59:00,6.5,medium,14,concurrent,4,7,1,12
11897,11898,2017-04-05 16:59:00,5.4,medium,14,concurrent,4,1,3,8
11898,11899,2017-02-27 07:59:00,5.9,medium,14,concurrent,4,4,2,10
11899,11900,2017-02-27 07:59:00,9.8,critical,3,concurrent,0,0,2,2
11900,11901,2017-02-27 07:59:00,8.1,high,7,concurrent,3,6,3,12
11901,11902,2017-02-27 07:59:00,5.9,medium,14,concurrent,2,4,3,9
11902,11903,2017-03-01 20:59:00,7.8,high,7,concurrent,1,1,3,5
11903,11904,2017-03-01 20:59:00,7.0,high,7,concurrent,0,2,1,3
11904,11905,2017-03-01 20:59:00,7.8,high,7,concurrent,0,3,2,5
11905,11906,2017-03-01 20:59:00,5.5,medium,14,concurrent,4,6,3,13
11906,11907,2017-02-27 07:59:00,9.8,critical,3,concurrent,5,5,3,13
11907,11908,2017-02-27 07:59:00,9.8,critical,3,concurrent,1,4,3,8
11908,11909,2017-03-06 02:59:00,8.1,high,7,concurrent,4,2,3,9
11909,11910,2017-03-01 20:59:00,5.5,medium,14,concurrent,3,0,0,3
11910,11911,2017-03-10 02:59:00,5.5,medium,14,concurrent,0,4,3,7
11911,11912,2017-03-20 16:59:00,5.3,medium,14,concurrent,0,0,1,1
11912,11913,2017-03-23 16:59:00,9.8,critical,3,sequential,5,0,1,6
11913,11914,2017-03-23 16:59:00,9.8,critical,3,concurrent,1,0,0,1
11914,11915,2017-03-23 16:59:00,9.8,critical,3,concurrent,5,1,0,6
11915,11916,2017-09-07 13:29:00,7.5,high,7,concurrent,0,2,0,2
11916,11917,2017-03-15 14:59:00,8.8,high,7,concurrent,4,6,0,10
11917,11918,2017-03-14 09:59:00,7.5,high,7,concurrent,3,3,0,6
11918,11919,2017-03-24 10:59:00,8.8,high,7,concurrent,5,7,0,12
11919,11920,2017-03-17 17:59:00,5.3,medium,14,concurrent,2,4,2,8
11920,11921,2017-03-16 14:59:00,7.5,high,7,concurrent,5,0,2,7
11921,11922,2017-03-16 14:59:00,7.5,high,7,concurrent,0,7,3,10
11922,11923,2017-03-16 14:59:00,8.1,high,7,concurrent,3,5,2,10
11924,11925,2017-03-02 06:59:00,7.5,high,7,concurrent,1,7,1,9
11925,11926,2017-03-15 14:59:00,6.5,medium,14,concurrent,4,4,1,9
11926,11927,2017-03-02 01:59:00,5.5,medium,14,concurrent,1,2,2,5
11927,11928,2017-03-02 06:59:00,6.1,medium,14,concurrent,0,1,2,3
11928,11929,2017-03-02 06:59:00,6.1,medium,14,concurrent,5,3,3,11
11929,11930,2017-03-02 06:59:00,6.1,medium,14,concurrent,0,2,1,3
11930,11931,2017-03-02 06:59:00,6.1,medium,14,concurrent,2,5,3,10
11931,11932,2017-03-02 06:59:00,6.1,medium,14,concurrent,1,5,0,6
11932,11933,2017-03-02 06:59:00,6.1,medium,14,concurrent,2,5,2,9
11933,11934,2017-03-02 06:59:00,6.1,medium,14,concurrent,0,0,2,2
11934,11935,2017-03-02 06:59:00,6.1,medium,14,concurrent,1,5,3,9
11935,11936,2017-03-14 09:59:00,8.8,high,7,concurrent,3,4,0,7
11936,11937,2017-03-02 06:59:00,8.8,high,7,concurrent,4,3,0,7
11937,11938,2017-03-02 06:59:00,8.8,high,7,concurrent,1,2,0,3
11938,11939,2017-03-02 06:59:00,7.8,high,7,concurrent,1,3,2,6
11939,11940,2017-03-02 06:59:00,6.5,medium,14,concurrent,3,5,2,10
11940,11941,2017-03-02 06:59:00,9.8,critical,3,concurrent,1,5,2,8
11941,11942,2017-03-02 06:59:00,5.5,medium,14,concurrent,0,3,2,5
11942,11943,2017-03-02 06:59:00,7.5,high,7,concurrent,0,5,2,7
11943,11944,2017-03-02 06:59:00,8.8,high,7,concurrent,5,4,1,10
11944,11945,2017-03-02 06:59:00,8.8,high,7,concurrent,4,1,0,5
11945,11946,2017-03-02 06:59:00,7.0,high,7,concurrent,3,3,0,6
11946,11947,2017-03-02 06:59:00,9.8,critical,3,concurrent,2,0,1,3
11947,11948,2017-03-02 06:59:00,5.5,medium,14,concurrent,3,2,0,5
11948,11949,2017-03-06 06:59:00,8.8,high,7,concurrent,0,5,2,7
11949,11950,2017-03-30 17:59:00,8.1,high,7,concurrent,2,5,2,9
11950,11951,2017-03-02 06:59:00,8.6,high,7,concurrent,3,4,3,10
11951,11952,2017-03-15 14:59:00,6.5,medium,14,concurrent,1,3,1,5
11952,11953,2017-03-02 01:59:00,5.5,medium,14,concurrent,4,2,0,6
11953,11954,2017-03-06 02:59:00,9.8,critical,3,concurrent,3,5,1,9
11954,11955,2017-03-21 16:59:00,6.7,medium,14,concurrent,5,5,1,11
11955,11956,2017-08-07 03:29:00,5.5,medium,14,sequential,2,2,1,5
11956,11957,2017-08-07 03:29:00,7.8,high,7,concurrent,5,0,1,6
11957,11958,2017-08-07 03:29:00,5.5,medium,14,concurrent,0,6,0,6
11958,11959,2017-08-16 15:29:00,8.8,high,7,concurrent,3,7,1,11
11959,11960,2018-04-04 18:29:00,7.0,high,7,concurrent,3,2,0,5
11960,11961,2018-04-04 18:29:00,7.0,high,7,sequential,3,1,2,6
11961,11962,2018-04-04 18:29:00,3.3,low,30,concurrent,3,3,3,9
11962,11963,2018-04-04 18:29:00,3.3,low,30,concurrent,2,0,0,2
11963,11964,2017-03-10 10:59:00,7.5,high,7,concurrent,4,5,2,11
11964,11965,2017-03-15 15:59:00,7.8,high,7,sequential,0,3,2,5
11965,11966,2017-03-15 15:59:00,5.5,medium,14,concurrent,3,6,1,10
